Meter ID,Timestamp,Province,City,Latitude,Longitude,Customer Type,Energy Consumption (kWh),Solar Generation (kWh),Voltage (kV),Frequency (Hz),Power Factor,Fraud,Load Shedding
1,2024-01-02 17:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.56,0.09,227.0,49.91,0.96,0,0
1,2024-01-02 18:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.25,1.46,216.7,50.58,0.92,0,0
1,2024-01-02 19:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,1.92,0.5,234.7,49.91,0.96,0,1
1,2024-01-02 20:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.14,1.39,217.8,49.43,0.9,1,0
1,2024-01-02 21:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.4,1.3,239.2,49.78,0.92,0,0
1,2024-01-02 22:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,1.56,0.2,215.5,50.61,0.93,0,1
1,2024-01-02 23:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.47,3.53,243.3,50.51,0.95,0,0
1,2024-01-03 00:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.42,0.48,239.3,50.45,0.94,0,0
1,2024-01-03 01:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.21,0.99,221.4,49.83,0.86,0,0
1,2024-01-03 02:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.69,0.9,235.4,49.78,0.89,0,0
1,2024-01-03 03:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.54,3.53,216.2,49.89,1.0,0,0
1,2024-01-03 04:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.39,1.55,236.9,49.48,0.89,0,0
1,2024-01-03 05:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.94,1.07,235.4,50.34,0.89,0,0
1,2024-01-03 06:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.46,1.26,218.0,49.37,0.99,0,0
1,2024-01-03 07:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.2,1.74,229.8,49.42,0.86,0,0
1,2024-01-03 08:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.98,0.28,242.9,50.66,1.0,0,1
1,2024-01-03 09:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.9,2.79,244.1,50.26,0.98,0,0
1,2024-01-03 10:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.71,0.97,226.9,50.55,0.87,0,0
1,2024-01-03 11:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.87,1.67,241.4,49.63,0.99,0,0
1,2024-01-03 12:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.8,1.16,226.3,50.29,0.89,0,0
1,2024-01-03 13:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.48,1.11,232.1,50.34,0.97,0,0
1,2024-01-03 14:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.95,0.94,227.0,49.97,0.86,0,0
1,2024-01-03 15:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.79,1.06,224.7,49.36,0.99,0,1
1,2024-01-03 16:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.02,0.15,220.0,49.6,0.89,1,0
1,2024-01-03 17:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.96,4.56,243.8,49.38,0.91,0,0
1,2024-01-03 18:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.86,1.14,221.9,49.67,0.9,0,0
1,2024-01-03 19:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.81,1.4,233.1,49.68,0.87,0,0
1,2024-01-03 20:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,12.62,5.8,217.5,50.53,0.93,0,0
1,2024-01-03 21:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.29,1.27,244.6,49.83,0.96,0,0
1,2024-01-03 22:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.63,0.27,216.1,49.49,0.85,0,0
1,2024-01-03 23:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.53,2.82,242.4,50.12,0.96,0,0
1,2024-01-04 00:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.02,0.51,222.5,49.68,0.88,0,0
1,2024-01-04 01:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.06,1.08,215.7,50.0,0.92,0,0
1,2024-01-04 02:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.07,0.14,238.8,50.13,0.92,0,1
1,2024-01-04 03:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.28,3.33,242.1,50.16,1.0,0,0
1,2024-01-04 04:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.09,0.32,236.8,50.07,0.92,0,0
1,2024-01-04 05:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.38,1.53,238.9,49.94,0.98,0,0
1,2024-01-04 06:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.07,0.53,221.3,50.11,0.9,0,0
1,2024-01-04 07:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.81,2.73,220.4,50.28,0.91,0,0
1,2024-01-04 08:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.13,1.02,239.7,49.78,0.9,0,0
1,2024-01-04 09:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.39,1.14,241.8,49.48,0.9,0,0
1,2024-01-04 10:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.74,0.94,230.3,49.52,0.91,0,0
1,2024-01-04 11:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.95,2.67,244.6,50.05,0.99,0,0
1,2024-01-04 12:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.08,2.91,216.9,49.51,0.87,0,0
1,2024-01-04 13:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.76,0.13,241.0,49.8,0.91,0,0
1,2024-01-04 14:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.9,2.23,240.2,49.42,0.93,0,0
1,2024-01-04 15:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.74,0.84,234.5,49.97,0.94,0,0
1,2024-01-04 16:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.46,1.82,226.4,49.77,0.98,0,0
1,2024-01-04 17:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.34,2.49,215.2,49.62,0.9,0,0
1,2024-01-04 18:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.48,1.47,216.5,49.33,0.95,1,1
1,2024-01-04 19:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.8,1.85,229.7,50.31,0.97,0,1
1,2024-01-04 20:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.22,1.56,236.3,49.58,0.96,0,1
1,2024-01-04 21:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.66,0.33,230.2,50.6,0.9,0,0
1,2024-01-04 22:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.95,1.36,231.5,49.58,0.95,0,0
1,2024-01-04 23:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.11,0.18,229.2,50.15,0.97,0,0
1,2024-01-05 00:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.81,1.8,243.0,50.69,0.88,0,0
1,2024-01-05 01:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.41,0.23,238.4,50.46,0.96,0,0
1,2024-01-05 02:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.6,1.01,234.0,50.57,0.9,0,0
1,2024-01-05 03:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.46,2.66,242.0,50.17,0.93,0,0
1,2024-01-05 04:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.62,1.3,231.0,49.39,0.88,0,0
1,2024-01-05 05:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.45,1.99,235.8,49.53,0.98,0,0
1,2024-01-05 06:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.54,2.31,238.4,49.5,0.88,0,1
1,2024-01-05 07:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.49,2.28,226.4,49.94,0.94,0,0
1,2024-01-05 08:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.5,3.28,215.4,50.14,0.93,0,0
1,2024-01-05 09:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.64,0.8,221.8,49.89,0.89,0,1
1,2024-01-05 10:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.29,0.47,222.7,50.32,0.94,0,0
1,2024-01-05 11:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.35,0.11,234.5,50.38,0.91,0,0
1,2024-01-05 12:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.62,1.1,242.3,49.47,0.89,0,0
1,2024-01-05 13:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,1.51,0.24,221.8,50.15,0.91,0,1
1,2024-01-05 14:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.64,1.1,218.4,49.88,0.98,0,0
1,2024-01-05 15:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.73,2.63,232.6,49.35,0.99,0,0
1,2024-01-05 16:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.62,0.11,224.3,50.39,0.89,0,0
1,2024-01-05 17:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.42,0.68,240.8,50.05,0.88,0,1
1,2024-01-05 18:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.91,2.36,225.5,49.96,0.94,0,0
1,2024-01-05 19:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,11.96,4.27,230.8,50.05,0.92,0,0
1,2024-01-05 20:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,10.0,0.38,237.6,49.68,0.98,0,0
1,2024-01-05 21:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.35,2.32,227.2,50.07,0.89,0,1
1,2024-01-05 22:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.04,1.03,232.1,50.54,0.93,0,0
1,2024-01-05 23:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.57,1.84,243.9,50.62,0.87,0,1
1,2024-01-06 00:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.59,1.45,237.1,50.49,0.87,0,0
1,2024-01-06 01:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.14,3.25,233.7,49.77,0.97,0,0
1,2024-01-06 02:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,1.0,0.39,225.9,50.51,0.88,1,1
1,2024-01-06 03:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.24,2.33,244.6,49.96,0.88,0,0
1,2024-01-06 04:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.1,2.13,227.1,49.61,0.95,0,0
1,2024-01-06 05:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,1.76,0.6,239.7,50.04,0.97,0,1
1,2024-01-06 06:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.35,1.21,218.2,49.5,0.89,0,0
1,2024-01-06 07:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,10.02,2.48,232.2,50.47,0.91,0,0
1,2024-01-06 08:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.62,0.12,238.1,49.4,0.98,0,1
1,2024-01-06 09:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.32,2.85,243.5,49.86,0.99,0,0
1,2024-01-06 10:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.87,1.58,219.9,50.48,0.98,1,0
1,2024-01-06 11:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.24,0.77,225.3,49.79,0.91,0,0
1,2024-01-06 12:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.79,0.26,217.3,49.3,1.0,0,0
1,2024-01-06 13:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.82,1.14,243.9,50.41,0.95,0,0
1,2024-01-06 14:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,1.63,0.52,237.8,50.31,0.95,1,1
1,2024-01-06 15:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.23,3.2,216.5,50.24,0.86,0,0
1,2024-01-06 16:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.99,2.36,224.4,49.47,0.96,0,0
1,2024-01-06 17:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.88,1.44,216.6,49.94,0.93,0,0
1,2024-01-06 18:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.43,2.27,241.5,50.04,0.92,0,0
1,2024-01-06 19:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.48,3.14,237.1,50.03,0.91,0,0
1,2024-01-06 20:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.15,0.2,226.5,50.61,0.86,0,1
1,2024-01-06 21:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.42,0.05,229.4,50.11,0.89,0,0
1,2024-01-06 22:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.73,0.71,237.0,49.3,0.92,0,0
1,2024-01-06 23:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.82,2.6,223.3,50.57,0.86,0,0
1,2024-01-07 00:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.13,2.45,238.9,49.66,0.94,1,0
1,2024-01-07 01:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.07,4.1,244.7,50.34,0.86,0,0
1,2024-01-07 02:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.7,3.61,218.6,49.37,0.91,0,0
1,2024-01-07 03:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.99,1.89,221.5,50.03,0.94,0,1
1,2024-01-07 04:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.08,1.0,244.9,50.56,0.92,0,0
1,2024-01-07 05:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.98,3.57,240.8,49.94,0.91,0,0
1,2024-01-07 06:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.22,0.36,242.9,50.33,0.89,0,1
1,2024-01-07 07:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.87,0.77,243.9,49.45,0.98,1,0
1,2024-01-07 08:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.65,1.65,232.1,50.23,0.93,0,0
1,2024-01-07 09:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.87,3.42,222.4,49.52,0.87,0,0
1,2024-01-07 10:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,1.34,0.47,220.7,50.53,0.99,0,1
1,2024-01-07 11:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.03,3.7,221.9,50.57,0.85,0,0
1,2024-01-07 12:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.05,0.78,217.5,49.76,0.93,0,0
1,2024-01-07 13:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.01,2.05,218.9,49.7,0.85,0,0
1,2024-01-07 14:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.72,0.78,237.6,50.4,0.88,0,0
1,2024-01-07 15:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.58,3.69,236.3,49.96,0.86,0,0
1,2024-01-07 16:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.03,1.12,234.4,50.13,0.91,0,1
1,2024-01-07 17:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,4.51,0.0,219.8,49.96,0.99,0,1
1,2024-01-07 18:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.03,2.11,238.2,49.62,0.87,0,1
1,2024-01-07 19:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,11.74,5.34,240.7,50.65,0.96,0,0
1,2024-01-07 20:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.83,2.17,221.0,50.52,0.96,0,0
1,2024-01-07 21:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.77,0.46,221.1,49.43,0.87,0,0
1,2024-01-07 22:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.24,2.49,223.8,50.58,1.0,0,0
1,2024-01-07 23:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.7,1.7,233.2,49.65,0.93,0,0
1,2024-01-08 00:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.29,0.54,232.7,49.91,1.0,0,0
1,2024-01-08 01:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.72,1.13,244.2,50.31,0.95,0,0
1,2024-01-08 02:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.67,2.13,219.4,49.44,0.94,0,1
1,2024-01-08 03:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.86,1.01,238.3,50.62,0.86,0,0
1,2024-01-08 04:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.06,3.74,225.7,49.75,1.0,0,0
1,2024-01-08 05:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.39,0.8,243.5,49.47,0.98,0,1
1,2024-01-08 06:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.59,4.49,243.4,50.18,0.97,0,0
1,2024-01-08 07:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.21,2.45,238.5,49.97,0.86,0,0
1,2024-01-08 08:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.81,2.54,229.4,50.16,0.9,0,0
1,2024-01-08 09:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.77,0.08,219.9,49.33,0.95,0,1
1,2024-01-08 10:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.34,0.26,227.1,49.61,0.91,0,0
1,2024-01-08 11:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.72,4.19,227.5,50.48,0.94,0,0
1,2024-01-08 12:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.14,2.21,230.4,50.12,0.85,0,0
1,2024-01-08 13:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.85,2.72,234.7,50.69,0.89,0,0
1,2024-01-08 14:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.07,2.12,222.1,50.39,0.91,0,0
1,2024-01-08 15:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.06,1.81,227.4,49.4,0.92,0,0
1,2024-01-08 16:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.24,1.52,234.9,49.43,0.95,0,0
1,2024-01-08 17:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.57,2.23,233.0,49.86,0.89,0,0
1,2024-01-08 18:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,12.09,2.71,235.1,49.5,0.92,0,0
1,2024-01-08 19:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,12.23,2.32,233.2,49.8,0.93,0,0
1,2024-01-08 20:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.33,1.44,216.0,50.68,0.87,0,1
1,2024-01-08 21:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,2.41,0.27,220.4,49.42,0.87,0,0
1,2024-01-08 22:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.51,1.8,235.6,49.32,0.9,1,0
1,2024-01-08 23:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.64,1.73,225.3,50.05,0.87,0,0
1,2024-01-09 00:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,1.87,0.15,220.7,50.32,0.87,0,1
1,2024-01-09 01:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.71,3.21,244.4,49.82,0.85,0,0
1,2024-01-09 02:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.25,0.3,238.9,50.59,0.94,0,1
1,2024-01-09 03:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.61,2.49,225.5,49.52,0.94,0,0
1,2024-01-09 04:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.37,0.24,223.7,49.45,0.95,0,1
1,2024-01-09 05:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.41,4.24,241.3,49.74,0.98,0,0
1,2024-01-09 06:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.1,1.92,233.3,50.09,0.91,0,0
1,2024-01-09 07:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.23,0.07,232.6,49.54,0.95,0,0
1,2024-01-09 08:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,5.23,2.39,239.4,49.45,0.87,0,1
1,2024-01-09 09:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.97,0.78,231.5,50.35,0.96,0,0
1,2024-01-09 10:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.58,3.85,217.1,50.64,0.95,0,0
1,2024-01-09 11:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,3.58,0.35,220.0,50.16,0.93,0,0
1,2024-01-09 12:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,9.44,2.74,217.7,50.3,0.91,1,0
1,2024-01-09 13:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.59,0.53,240.8,50.42,0.88,0,0
1,2024-01-09 14:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,8.35,3.83,227.7,49.42,0.97,0,0
1,2024-01-09 15:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,6.21,0.01,234.1,50.02,0.94,0,0
1,2024-01-09 16:00:00,Free State,Bloemfontein,-29.0852,26.1596,Residential,7.17,1.29,242.2,50.38,0.93,0,0
