Meter ID,Substation,Feeder,Latitude,Longitude,City,Region,Date Time Hour Beginning
MTR-00061,Substation-60,Feeder-40,-29.832104588178122,27.050180836698452,Bloemfontein,Eastern Cape,2023-01-01 10:30:39.636792735
MTR-00062,Substation-71,Feeder-30,-28.95491851379689,24.739620311830357,Bloemfontein,Gauteng,2023-01-01 10:41:10.297405948
MTR-00063,Substation-44,Feeder-59,-31.959494780000703,27.063156202952396,Port Elizabeth,Free State,2023-01-01 10:51:40.958019160
MTR-00064,Substation-8,Feeder-28,-33.88091845168449,23.70008531653259,Pretoria,Eastern Cape,2023-01-01 11:02:11.618632372
MTR-00065,Substation-47,Feeder-47,-26.464376502472618,22.64164399495134,Bloemfontein,Free State,2023-01-01 11:12:42.279245584
MTR-00066,Substation-35,Feeder-117,-32.73486980559282,19.21066848082634,Durban,KwaZulu-Natal,2023-01-01 11:23:12.939858797
MTR-00067,Substation-78,Feeder-151,-23.10630413321877,21.63939182188894,Port Elizabeth,KwaZulu-Natal,2023-01-01 11:33:43.600472009
MTR-00068,Substation-81,Feeder-83,-31.260097559595625,16.638563848195016,Durban,Western Cape,2023-01-01 11:44:14.261085221
MTR-00069,Substation-36,Feeder-57,-32.43007886826139,24.431014492403783,Durban,Gauteng,2023-01-01 11:54:44.921698433
MTR-00070,Substation-50,Feeder-129,-32.47594401863407,23.3191845921265,Johannesburg,Western Cape,2023-01-01 12:05:15.582311646
MTR-00071,Substation-4,Feeder-29,-31.23690958021005,17.965076659304515,Durban,Gauteng,2023-01-01 12:15:46.242924858
MTR-00072,Substation-2,Feeder-178,-27.041844738731903,25.556232824209978,Bloemfontein,Gauteng,2023-01-01 12:26:16.903538070
MTR-00073,Substation-6,Feeder-64,-22.28187914125028,31.17218639186286,Johannesburg,Gauteng,2023-01-01 12:36:47.564151283
MTR-00074,Substation-54,Feeder-99,-28.6785089216771,24.69044299670531,Johannesburg,Western Cape,2023-01-01 12:47:18.224764495
MTR-00075,Substation-4,Feeder-37,-27.204186206783213,16.828229513654065,Durban,Gauteng,2023-01-01 12:57:48.885377707
MTR-00076,Substation-54,Feeder-189,-24.046207964538493,23.067692833100118,Bloemfontein,KwaZulu-Natal,2023-01-01 13:08:19.545990919
MTR-00077,Substation-93,Feeder-128,-30.657513219580146,31.509385459034764,Bloemfontein,Eastern Cape,2023-01-01 13:18:50.206604132
MTR-00078,Substation-63,Feeder-135,-32.66160325721557,32.191434530737624,Cape Town,Gauteng,2023-01-01 13:29:20.867217344
MTR-00079,Substation-18,Feeder-90,-29.362849180990093,30.38289526082274,Bloemfontein,Gauteng,2023-01-01 13:39:51.527830556
MTR-00080,Substation-90,Feeder-87,-30.8569952616848,23.327138721858734,Durban,KwaZulu-Natal,2023-01-01 13:50:22.188443768
MTR-00081,Substation-44,Feeder-64,-23.7403137943435,22.449127664695524,Bloemfontein,Gauteng,2023-01-01 14:00:52.849056981
MTR-00082,Substation-34,Feeder-18,-22.286781998553117,20.87801128193226,Durban,Eastern Cape,2023-01-01 14:11:23.509670193
MTR-00083,Substation-74,Feeder-29,-26.051881719245344,18.433278573785728,Johannesburg,Eastern Cape,2023-01-01 14:21:54.170283405
MTR-00084,Substation-62,Feeder-114,-26.50111012185063,31.31239680045318,Bloemfontein,KwaZulu-Natal,2023-01-01 14:32:24.830896617
MTR-00085,Substation-14,Feeder-60,-25.71512478204329,27.542141302401646,Pretoria,Gauteng,2023-01-01 14:42:55.491509830
MTR-00086,Substation-95,Feeder-54,-28.92034406723176,29.970398187250524,Pretoria,Free State,2023-01-01 14:53:26.152123042
MTR-00087,Substation-48,Feeder-72,-26.825671293123115,17.6948471218414,Johannesburg,Eastern Cape,2023-01-01 15:03:56.812736254
MTR-00088,Substation-15,Feeder-149,-34.07360698823372,18.917874230063305,Johannesburg,KwaZulu-Natal,2023-01-01 15:14:27.473349466
MTR-00089,Substation-72,Feeder-149,-28.58516452108583,16.58868868056041,Port Elizabeth,Western Cape,2023-01-01 15:24:58.133962679
MTR-00090,Substation-78,Feeder-58,-30.679233935259212,23.588024529120776,Bloemfontein,KwaZulu-Natal,2023-01-01 15:35:28.794575891
MTR-00091,Substation-87,Feeder-177,-34.308655526987394,23.393789604091992,Durban,Free State,2023-01-01 15:45:59.455189103
MTR-00092,Substation-62,Feeder-36,-27.917907998267218,30.16808277990243,Port Elizabeth,KwaZulu-Natal,2023-01-01 15:56:30.115802316
MTR-00093,Substation-40,Feeder-145,-30.316665798440475,16.499853168871947,Port Elizabeth,Gauteng,2023-01-01 16:07:00.776415528
MTR-00094,Substation-85,Feeder-80,-27.322019887416882,24.785327717324996,Johannesburg,KwaZulu-Natal,2023-01-01 16:17:31.437028740
MTR-00095,Substation-80,Feeder-181,-28.32865911238154,28.5964883730796,Bloemfontein,KwaZulu-Natal,2023-01-01 16:28:02.097641952
MTR-00096,Substation-82,Feeder-15,-31.409144466817985,26.84797717583404,Johannesburg,Eastern Cape,2023-01-01 16:38:32.758255165
MTR-00097,Substation-53,Feeder-40,-27.980215085709712,32.396352563547765,Cape Town,KwaZulu-Natal,2023-01-01 16:49:03.418868377
MTR-00098,Substation-24,Feeder-81,-30.075936548967103,30.96255142179004,Durban,KwaZulu-Natal,2023-01-01 16:59:34.079481589
MTR-00099,Substation-26,Feeder-51,-23.025491013249987,18.938146278300014,Cape Town,Eastern Cape,2023-01-01 17:10:04.740094801
MTR-00100,Substation-89,Feeder-193,-30.116767067998385,22.66883518333077,Cape Town,Eastern Cape,2023-01-01 17:20:35.400708014
MTR-00101,Substation-60,Feeder-141,-34.47805114557826,28.69531540452398,Bloemfontein,Free State,2023-01-01 17:31:06.061321226
MTR-00102,Substation-41,Feeder-166,-25.07355421303064,23.163080664588648,Durban,Free State,2023-01-01 17:41:36.721934438
MTR-00103,Substation-29,Feeder-97,-22.472115939972962,23.18780867806035,Port Elizabeth,Eastern Cape,2023-01-01 17:52:07.382547650
MTR-00104,Substation-15,Feeder-154,-32.79801033869805,19.617868945322467,Port Elizabeth,Free State,2023-01-01 18:02:38.043160863
MTR-00105,Substation-45,Feeder-143,-22.353816181192784,18.822317362616463,Cape Town,KwaZulu-Natal,2023-01-01 18:13:08.703774075
MTR-00106,Substation-65,Feeder-117,-26.976479856507034,27.170946377753214,Durban,KwaZulu-Natal,2023-01-01 18:23:39.364387287
MTR-00107,Substation-89,Feeder-133,-23.98398432124771,32.79593158663271,Durban,KwaZulu-Natal,2023-01-01 18:34:10.025000500
MTR-00108,Substation-71,Feeder-2,-28.852360635178055,31.776272725939773,Cape Town,Western Cape,2023-01-01 18:44:40.685613712
MTR-00109,Substation-9,Feeder-115,-26.90721944138157,30.73226252455038,Bloemfontein,KwaZulu-Natal,2023-01-01 18:55:11.346226924
MTR-00110,Substation-88,Feeder-78,-24.066247800623522,32.67264770564126,Durban,Free State,2023-01-01 19:05:42.006840136
MTR-00111,Substation-1,Feeder-93,-22.223599419350993,19.07702735503833,Durban,KwaZulu-Natal,2023-01-01 19:16:12.667453349
MTR-00112,Substation-8,Feeder-193,-32.59763531408621,23.35062600865658,Cape Town,KwaZulu-Natal,2023-01-01 19:26:43.328066561
MTR-00113,Substation-88,Feeder-77,-23.31629393360144,18.377039596058985,Cape Town,Eastern Cape,2023-01-01 19:37:13.988679773
MTR-00114,Substation-63,Feeder-60,-26.325465308409193,24.08692915722972,Johannesburg,Gauteng,2023-01-01 19:47:44.649292985
MTR-00115,Substation-11,Feeder-96,-22.690805177274193,17.45548408435451,Pretoria,Western Cape,2023-01-01 19:58:15.309906198
MTR-00116,Substation-81,Feeder-98,-30.86461151659361,27.52108410578527,Bloemfontein,KwaZulu-Natal,2023-01-01 20:08:45.970519410
MTR-00117,Substation-8,Feeder-56,-31.846278773066693,23.576403208240418,Johannesburg,Gauteng,2023-01-01 20:19:16.631132622
MTR-00118,Substation-35,Feeder-118,-30.24819500161592,30.83246396164559,Bloemfontein,Eastern Cape,2023-01-01 20:29:47.291745834
MTR-00119,Substation-35,Feeder-119,-23.50150902929193,19.927562650378807,Port Elizabeth,Western Cape,2023-01-01 20:40:17.952359047
MTR-00120,Substation-33,Feeder-38,-29.024774905751244,22.698927026092594,Bloemfontein,Eastern Cape,2023-01-01 20:50:48.612972259
MTR-00121,Substation-5,Feeder-185,-22.63081616612329,16.02222538570469,Pretoria,Eastern Cape,2023-01-01 21:01:19.273585471
MTR-00122,Substation-41,Feeder-102,-31.849578770415757,23.922627257438144,Johannesburg,Free State,2023-01-01 21:11:49.934198683
MTR-00123,Substation-28,Feeder-51,-32.132951683536,17.415316914639334,Durban,Eastern Cape,2023-01-01 21:22:20.594811896
MTR-00124,Substation-7,Feeder-169,-26.18072615794641,31.843457060663237,Pretoria,Gauteng,2023-01-01 21:32:51.255425108
MTR-00125,Substation-73,Feeder-127,-31.208376374124096,32.176727963673,Bloemfontein,KwaZulu-Natal,2023-01-01 21:43:21.916038320
MTR-00126,Substation-72,Feeder-103,-33.3209870785566,25.41975462624812,Pretoria,KwaZulu-Natal,2023-01-01 21:53:52.576651533
MTR-00127,Substation-12,Feeder-198,-30.112801707123346,23.430557739679095,Pretoria,Western Cape,2023-01-01 22:04:23.237264745
MTR-00128,Substation-34,Feeder-180,-31.53984497508982,24.08582615863002,Johannesburg,KwaZulu-Natal,2023-01-01 22:14:53.897877957
MTR-00129,Substation-33,Feeder-129,-29.63124212650308,21.895986871725462,Cape Town,KwaZulu-Natal,2023-01-01 22:25:24.558491169
MTR-00130,Substation-48,Feeder-85,-32.57535705318869,23.427936978067173,Durban,Eastern Cape,2023-01-01 22:35:55.219104382
MTR-00131,Substation-23,Feeder-103,-22.559222293132223,24.52094649576627,Pretoria,Western Cape,2023-01-01 22:46:25.879717594
MTR-00132,Substation-62,Feeder-18,-24.578563617645475,32.360427635049845,Johannesburg,Gauteng,2023-01-01 22:56:56.540330806
MTR-00133,Substation-88,Feeder-27,-24.068283565068732,22.805503458453913,Johannesburg,Gauteng,2023-01-01 23:07:27.200944018
MTR-00134,Substation-37,Feeder-92,-31.12871321545665,28.78508555522702,Port Elizabeth,KwaZulu-Natal,2023-01-01 23:17:57.861557231
MTR-00135,Substation-99,Feeder-72,-23.862136910901157,28.448502588883862,Johannesburg,Free State,2023-01-01 23:28:28.522170443
MTR-00136,Substation-44,Feeder-95,-27.319808970816688,32.30594503702757,Johannesburg,Gauteng,2023-01-01 23:38:59.182783655
MTR-00137,Substation-86,Feeder-76,-34.26249262116671,16.860988472166117,Cape Town,Eastern Cape,2023-01-01 23:49:29.843396867
MTR-00138,Substation-91,Feeder-170,-33.0076013019124,17.47887771144898,Port Elizabeth,Free State,2023-01-02 00:00:00.504010080
MTR-00139,Substation-35,Feeder-6,-29.202486391194476,25.791232384334315,Durban,Western Cape,2023-01-02 00:10:31.164623292
MTR-00140,Substation-65,Feeder-90,-29.880795345811833,24.106132853952435,Durban,Western Cape,2023-01-02 00:21:01.825236504
MTR-00141,Substation-99,Feeder-80,-24.66137906785186,26.511852904000847,Pretoria,KwaZulu-Natal,2023-01-02 00:31:32.485849717
MTR-00142,Substation-47,Feeder-83,-23.642297657900336,25.071249781546037,Pretoria,KwaZulu-Natal,2023-01-02 00:42:03.146462929
MTR-00143,Substation-78,Feeder-82,-23.75590384339023,29.007692201793567,Port Elizabeth,Eastern Cape,2023-01-02 00:52:33.807076141
MTR-00144,Substation-3,Feeder-152,-30.121241472337402,31.113329685345793,Pretoria,KwaZulu-Natal,2023-01-02 01:03:04.467689353
MTR-00145,Substation-1,Feeder-45,-26.734930809558897,25.068291495627584,Bloemfontein,Western Cape,2023-01-02 01:13:35.128302566
MTR-00146,Substation-5,Feeder-71,-28.537813811107213,17.51476129295736,Johannesburg,Eastern Cape,2023-01-02 01:24:05.788915778
MTR-00147,Substation-90,Feeder-7,-23.444049747225222,17.856235155837624,Pretoria,Free State,2023-01-02 01:34:36.449528990
MTR-00148,Substation-14,Feeder-144,-23.443365106578018,19.800978878237707,Durban,Eastern Cape,2023-01-02 01:45:07.110142202
MTR-00149,Substation-27,Feeder-126,-34.29966076012589,30.632350237925174,Bloemfontein,KwaZulu-Natal,2023-01-02 01:55:37.770755415
MTR-00150,Substation-9,Feeder-58,-27.562178057246435,25.855072138824937,Pretoria,KwaZulu-Natal,2023-01-02 02:06:08.431368627
MTR-00151,Substation-79,Feeder-57,-28.454938137076105,22.40066115378999,Johannesburg,Gauteng,2023-01-02 02:16:39.091981839
MTR-00152,Substation-15,Feeder-170,-24.984902002475053,22.161605509383328,Cape Town,Eastern Cape,2023-01-02 02:27:09.752595051
MTR-00153,Substation-90,Feeder-111,-32.45449521021823,17.040636740765745,Johannesburg,Free State,2023-01-02 02:37:40.413208264
MTR-00154,Substation-42,Feeder-142,-25.965022101935823,20.728117998832587,Johannesburg,KwaZulu-Natal,2023-01-02 02:48:11.073821476
MTR-00155,Substation-77,Feeder-56,-25.398073886106094,22.120704832434868,Pretoria,Gauteng,2023-01-02 02:58:41.734434688
MTR-00156,Substation-51,Feeder-12,-34.65230179803786,17.457722140833532,Durban,KwaZulu-Natal,2023-01-02 03:09:12.395047900
MTR-00157,Substation-63,Feeder-93,-29.393512060359143,23.077996982109056,Johannesburg,KwaZulu-Natal,2023-01-02 03:19:43.055661113
MTR-00158,Substation-96,Feeder-15,-22.273694847770525,22.611122268904264,Pretoria,Gauteng,2023-01-02 03:30:13.716274325
MTR-00159,Substation-52,Feeder-8,-31.092141328646907,32.172909598694815,Pretoria,Western Cape,2023-01-02 03:40:44.376887537
MTR-00160,Substation-96,Feeder-186,-23.501081445344894,24.051010391628058,Cape Town,Eastern Cape,2023-01-02 03:51:15.037500750
MTR-00161,Substation-4,Feeder-53,-27.370429822830427,27.203576223639274,Bloemfontein,Free State,2023-01-02 04:01:45.698113962
MTR-00162,Substation-94,Feeder-137,-31.144924240048802,30.946008841386814,Durban,Western Cape,2023-01-02 04:12:16.358727174
MTR-00163,Substation-23,Feeder-174,-24.132167899033874,31.025953688010063,Cape Town,Western Cape,2023-01-02 04:22:47.019340386
MTR-00164,Substation-15,Feeder-92,-22.12139779133693,26.5154101805333,Johannesburg,Free State,2023-01-02 04:33:17.679953599
MTR-00165,Substation-43,Feeder-7,-25.35392427410182,24.85137166782448,Pretoria,KwaZulu-Natal,2023-01-02 04:43:48.340566811
MTR-00166,Substation-29,Feeder-44,-34.20317901712116,21.452244542655272,Port Elizabeth,Free State,2023-01-02 04:54:19.001180023
MTR-00167,Substation-36,Feeder-14,-34.31866218331415,23.686383026230192,Bloemfontein,KwaZulu-Natal,2023-01-02 05:04:49.661793235
MTR-00168,Substation-13,Feeder-75,-28.609777987908387,17.262927438072953,Port Elizabeth,Western Cape,2023-01-02 05:15:20.322406448
MTR-00169,Substation-32,Feeder-115,-34.921129955142135,18.79295274906036,Bloemfontein,Free State,2023-01-02 05:25:50.983019660
MTR-00170,Substation-71,Feeder-92,-26.212670283579445,22.360008315484425,Bloemfontein,Western Cape,2023-01-02 05:36:21.643632872
MTR-00171,Substation-59,Feeder-134,-34.788069789281046,16.393707867101693,Bloemfontein,Eastern Cape,2023-01-02 05:46:52.304246084
MTR-00172,Substation-86,Feeder-163,-22.350154206575148,28.17366292163979,Pretoria,Eastern Cape,2023-01-02 05:57:22.964859297
MTR-00173,Substation-28,Feeder-198,-23.551777730237497,26.006774584574764,Durban,Free State,2023-01-02 06:07:53.625472509
MTR-00174,Substation-66,Feeder-189,-24.40008130515045,30.54092241324785,Port Elizabeth,KwaZulu-Natal,2023-01-02 06:18:24.286085721
MTR-00175,Substation-42,Feeder-152,-24.43864188185003,18.84676984748617,Bloemfontein,KwaZulu-Natal,2023-01-02 06:28:54.946698933
MTR-00176,Substation-45,Feeder-73,-24.153123864365007,31.845791368639766,Durban,Gauteng,2023-01-02 06:39:25.607312146
MTR-00177,Substation-62,Feeder-130,-29.354672246479396,31.33131759725608,Port Elizabeth,Eastern Cape,2023-01-02 06:49:56.267925358
MTR-00178,Substation-57,Feeder-179,-24.705863434378927,25.138849037021224,Durban,KwaZulu-Natal,2023-01-02 07:00:26.928538570
MTR-00179,Substation-6,Feeder-31,-30.227045935438078,22.23583534672976,Durban,Eastern Cape,2023-01-02 07:10:57.589151783
MTR-00180,Substation-28,Feeder-126,-23.970977275507696,30.721711325323824,Durban,Eastern Cape,2023-01-02 07:21:28.249764995
MTR-00181,Substation-28,Feeder-119,-26.96643925968275,31.997357537684614,Durban,Gauteng,2023-01-02 07:31:58.910378207
MTR-00182,Substation-44,Feeder-27,-30.341514675254984,18.749915260181442,Durban,Gauteng,2023-01-02 07:42:29.570991419
MTR-00183,Substation-84,Feeder-110,-25.308848845301558,25.8295620086282,Pretoria,Western Cape,2023-01-02 07:53:00.231604632
MTR-00184,Substation-30,Feeder-159,-31.84328429862774,24.552596968988837,Johannesburg,Western Cape,2023-01-02 08:03:30.892217844
MTR-00185,Substation-62,Feeder-106,-22.459368795920618,25.117374887361194,Cape Town,Gauteng,2023-01-02 08:14:01.552831056
MTR-00186,Substation-75,Feeder-198,-26.358312968688097,17.175973492594466,Durban,Gauteng,2023-01-02 08:24:32.213444268
MTR-00187,Substation-92,Feeder-171,-29.78437298146325,22.490721208116668,Pretoria,KwaZulu-Natal,2023-01-02 08:35:02.874057481
MTR-00188,Substation-89,Feeder-120,-27.84053360749349,18.533161666159533,Pretoria,Free State,2023-01-02 08:45:33.534670693
MTR-00189,Substation-62,Feeder-82,-25.411614041664585,30.82756017890147,Bloemfontein,Western Cape,2023-01-02 08:56:04.195283905
MTR-00190,Substation-97,Feeder-52,-24.634812069968476,23.71866867307226,Durban,Gauteng,2023-01-02 09:06:34.855897117
MTR-00191,Substation-1,Feeder-14,-22.325536934289772,30.23659363484912,Durban,Free State,2023-01-02 09:17:05.516510330
MTR-00192,Substation-27,Feeder-187,-32.28355327813996,19.696216843039657,Pretoria,Western Cape,2023-01-02 09:27:36.177123542
MTR-00193,Substation-62,Feeder-20,-28.44229719762574,30.696495419844087,Bloemfontein,Eastern Cape,2023-01-02 09:38:06.837736754
MTR-00194,Substation-77,Feeder-118,-33.81104985922214,18.370054257488952,Bloemfontein,Free State,2023-01-02 09:48:37.498349967
MTR-00195,Substation-3,Feeder-52,-33.93043637825527,18.62031792336487,Bloemfontein,Eastern Cape,2023-01-02 09:59:08.158963179
MTR-00196,Substation-70,Feeder-101,-33.64367585656038,32.79130705683267,Bloemfontein,Western Cape,2023-01-02 10:09:38.819576391
MTR-00197,Substation-72,Feeder-40,-31.62645122268499,16.489301272270932,Cape Town,KwaZulu-Natal,2023-01-02 10:20:09.480189603
MTR-00198,Substation-27,Feeder-68,-25.947650662919315,16.535919568719173,Bloemfontein,KwaZulu-Natal,2023-01-02 10:30:40.140802816
MTR-00199,Substation-9,Feeder-44,-23.80524964999067,17.78843109481987,Durban,KwaZulu-Natal,2023-01-02 10:41:10.801416028
MTR-00200,Substation-62,Feeder-134,-29.332056965631153,19.21405760676181,Port Elizabeth,Western Cape,2023-01-02 10:51:41.462029240
MTR-00201,Substation-37,Feeder-87,-27.782357911672346,17.164326623479415,Port Elizabeth,Free State,2023-01-02 11:02:12.122642452
MTR-00202,Substation-97,Feeder-120,-32.317228978693294,32.15954482748242,Pretoria,KwaZulu-Natal,2023-01-02 11:12:42.783255665
MTR-00203,Substation-51,Feeder-57,-24.715944282418512,21.126619520051563,Bloemfontein,Gauteng,2023-01-02 11:23:13.443868877
MTR-00204,Substation-44,Feeder-186,-23.45139652980176,32.4107098967978,Johannesburg,Free State,2023-01-02 11:33:44.104482089
